X.5,X.4,X.3,X.1,X,Unnamed..0,StartDate,EndDate,Status,IPAddress,Progress,Duration..in.seconds.,Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q_RecaptchaScore,PROLIFICID,CONSENT,EXPGRP,CHIN_SPECIFIC,CHIN_SPECIFIC_6_TEXT,NONASIA_SPECIFIC,NONASIA_SPECIFIC_19_TEXT,NonWNonA_Specific,NonWNonA_Specific_7_TEXT,NonWNonA_Specific_14_TEXT,OTHER_RACE_1,OTHER_RACE_2,OTHER_RACE_3,OTHER_RACE_4,OTHER_RACE_5,OTHER_RACE_6,OTHER_RACE_7,OTHER_RACE_4_TEXT,OTHER_RACE_5_TEXT,OTHER_RACE_6_TEXT,OTHER_RACE_7_TEXT,DOB_1,DOB_2,DOB_3,SEX,SEX_4_TEXT,EDUCATION_1,EDUCATION_2,EDUCATION_3,COUNTRY_BORN,COUNTRY_BORN_2_TEXT,BIRTHCTRY_RESIDENCE,OTHER_COUNTRIES.1_1_TEXT,OTHER_COUNTRIES.1_1_1,OTHER_COUNTRIES.1_2_TEXT,OTHER_COUNTRIES.1_2_1,OTHER_COUNTRIES.1_3_TEXT,OTHER_COUNTRIES.1_3_1,OTHER_COUNTRIES.1_4_TEXT,OTHER_COUNTRIES.1_4_1,OTHER_COUNTRIES.1_5_TEXT,OTHER_COUNTRIES.1_5_1,OTHER_COUNTRIES.1_6_TEXT,OTHER_COUNTRIES.1_6_1,OTHER_COUNTRIES.1_7_TEXT,OTHER_COUNTRIES.1_7_1,OTHER_COUNTRIES.1_8_TEXT,OTHER_COUNTRIES.1_8_1,FIRST_LANGUAGE,FIRST_LANGUAGE_2_TEXT,OTHER_LANGUAGES,OCCUPATION,HH_INCOME,COVSCRN01,COVSCRN02_P,COVSCRN03,EXPGRP_TEXT,CHIN_SPECIFIC_TEXT,CONTINENT_BORN_TEXT_1,CONTINENT_BORN_TEXT_2,CONTINENT_BORN_TEXT_3,HAS_LIVED_USA,HH_INCOME_TEXT,DOB_YEAR,DOB_YEAR_PERIODE,EDUCATION_1_TEXT,SEX_TEXT,demo_class,X.2,AMBI_BIG5_Neuroticism,AMBI_BIG5_Extraversion,AMBI_BIG5_Openness,AMBI_BIG5_Agreeableness,AMBI_BIG5_Conscientiousness,covmis_att_flu,covmis_att_afrDie,covmis_att_eldrNoBgDl,covmis_att_rareNoWorr,covmis_att_bgThrt,covmis_cnsp_ctiusAsian,covmis_cnsp_stpCovStpImmi,covmis_cnsp_redIntWthChina,covmis_cnsp_chnsCovRcst,covmis_orgn_covPlnnd,covmis_orgn_covNat,covmis_orgn_covNgeenLab,covmis_orgn_scntFkNwsCov,covmis_pltc_polBgDlIntrst,covmis_pltc_covNtSerPolSay,covmis_pltc_polDwnplCovPlpLDngr,covmis_cvrg_mdiaCovBgrDl,covmis_cvrg_nwsGdJbComCov,covmis_cvrg_mdiaUseCovMkTrmpRepLkBd,covmis_anti_frGovUseCovMndtVacc,covmis_anti_thnksNoCovVacc,covmis_anti_covVacEffRedVirus,covmis_mdsk_medOrgUntrust,covmis_mdsk_skeptInfoDocSci,covmis_mdsk_medOrgRecBstInt,covmis_mdsk_fllwRecMedOrgImp,cov_class,covqual_class,age_education,neuroticism_qual,extraversion_qual,openness_qual,conscientiousness_qual,agreeableness_qual,covqual_class_2,EDUCATION_2_TEXT,DOB_AGE_BRACKET,HH_INCOME_TEXT2,CovidSkepticism,CovidSkepticism2,CovidSkepticism2norm,ID
213,213,213,213,212,214,6/4/2020 18:10,6/4/2020 18:53,0,70.95.2.25,100,2615,1,6/4/2020 18:53,R_10Zu4gC30dqCcng,NA,NA,NA,NA,32.91639709,-117.1392975,anonymous,EN,0.9,5ec74aa8015f9f1a3452eb05,1,2,1,-99,NA,NA,NA,NA,NA,0,0,0,0,1,0,0,-99,Vietnamese,-99,-99,9,22,91,2,-99,6,1,4,1,-99,29,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,1,-99,Cantonese,Student,1,3,NA,NA,Chinese,Mainland Chinese,USA,USA,USA,TRUE,"Less than $10,000",1991,"(1985,1995]",Master's degree,Female,1,213,-1.73061525611982e-4,1.66201370632706,0.710142899574856,0.0545785642032506,1.26329719855564,1,3,1,1,1,1,1,1,1,1,5,1,1,3,1,1,1,4,3,1,1,1,1,1,1,1,1,1,25 - 45y_Graduate degree,middle,high,high,high,middle,Believers,Graduate degree,25 - 35y,"Less than $30,000",7.60819339524554,10.8062596620009,2.5970993136285,213
214,214,214,214,213,215,6/4/2020 18:27,6/4/2020 18:54,0,173.183.172.235,100,1581,1,6/4/2020 18:54,R_2aeNjkswRQzyeR3,NA,NA,NA,NA,51.12600708,-114.1436996,anonymous,EN,0.9,5ec85e84b11a173447d76ecd,1,2,1,-99,NA,NA,NA,NA,NA,0,0,1,0,0,0,0,-99,-99,-99,-99,3,9,101,1,-99,3,7,6,2,CHINA,6,USA,6,CANADA,8,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,2,Mandarin,"Mandarin, English",Student and Engineering Intern,2,3,NA,NA,Chinese,Mainland Chinese,Developping Asia,Asia,Southern Country (Poorer),TRUE,"$10,000 to $30,000",2001,"(1995,2005]",Some college but no degree,Male,3,214,-1.80809796350323,1.05801136388193,0.353795377174106,1.3295686958641,0.368559885329213,1,6,1,1,1,1,4,3,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,3,1,1,1,1,-25y_No college degree,weak,middle,middle,middle,high,Believers,No college degree,-25y,"Less than $30,000",7.56845443662405,6.37793830941682,2.10215586115607,214
215,215,215,215,214,216,6/4/2020 18:10,6/4/2020 18:54,0,76.120.105.0,100,2639,1,6/4/2020 18:54,R_3D169BGMDmOR11C,NA,NA,NA,NA,39.73010254,-104.9077988,anonymous,EN,0.9,5e1e549693a6891b2a044afe,1,2,1,-99,NA,NA,NA,NA,NA,0,0,1,0,0,0,0,-99,-99,-99,-99,3,12,87,2,-99,5,2,2,2,CHINA,5,SINGAPORE,4,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,2,Chinese,English,Accountant,5,3,NA,NA,Chinese,Mainland Chinese,Developping Asia,Asia,Southern Country (Poorer),FALSE,"$70,000 to $100,000",1987,"(1985,1995]",Bachelor's degree in college,Female,3,215,-0.924337386760369,-0.0310670284828342,0.147097144453242,0.550608130336333,0.182213508197574,1,5,1,1,5,1,1,1,1,1,1,1,1,1,1,2,1,6,1,1,1,1,2,2,3,3,1,1,25 - 45y_College degree,middle,middle,middle,middle,middle,Believers,College degree,25 - 35y,"$70,000 or more",9.78029914396758,8.30198599963356,2.3365678425391,215
216,216,216,216,215,217,6/4/2020 17:30,6/4/2020 18:56,0,89.67.35.232,100,5121,1,6/4/2020 18:56,R_1qUN0gNutu5GCfm,NA,NA,NA,NA,51.80310059,15.70959473,anonymous,EN,0.9,5ebb23fad2b6560e1ff1343a,1,1,NA,,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,-99,-99,-99,-99,7,1,96,1,-99,1,1,1,2,POLAND,25,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,2,Polish,"Polish, english",electrical technician,2,3,NA,NA,White,NA,Central Eastern Europe,Europe,Southern Country (Poorer),FALSE,"$10,000 to $30,000",1996,"(1995,2005]",Less than high school degree,Male,7,216,0.273433221351387,0.937974596391375,-1.77374930681261,-0.0105863650738658,-0.0689044129175798,4,6,2,4,1,4,4,5,1,2,5,2,4,6,5,5,6,3,3,1,3,1,2,3,3,4,4,3,-25y_No college degree,middle,middle,weak,middle,middle,Skeptics,No college degree,-25y,"Less than $30,000",40.0283770798659,46.0181795313251,4.64312232313836,216
217,217,217,217,216,218,6/4/2020 17:48,6/4/2020 18:56,0,109.125.248.70,100,4090,1,6/4/2020 18:56,R_1d1e0sqP8btyw1h,NA,NA,NA,NA,52.16870117,22.26960754,anonymous,EN,0.9,5ebbdb5661918a0469093fb9,1,1,NA,,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,-99,-99,-99,-99,1,7,103,1,-99,2,4,2,2,POLAND,18,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,2,Polish,English,I am student,1,3,NA,NA,White,NA,Central Eastern Europe,Europe,Southern Country (Poorer),FALSE,"Less than $10,000",2003,"(1995,2005]",High school graduate,Male,7,217,-0.934319578347809,1.6289419783647,0.604395761234138,-0.229571033129774,0.0234920606500676,3,6,2,2,5,4,5,3,4,1,5,5,3,3,3,2,2,3,5,2,1,2,2,1,3,2,3,2,-25y_No college degree,middle,high,high,middle,middle,Believers,No college degree,-25y,"Less than $30,000",32.0605244781928,33.5056760748344,4.08836754143919,217
218,218,218,218,217,219,6/4/2020 17:51,6/4/2020 18:56,0,92.55.237.59,100,3900,1,6/4/2020 18:56,R_3mfAGqcHEXSSWzX,NA,NA,NA,NA,52.19779968,18.63789368,anonymous,EN,0.9,5e67f192fade0707054b6f77,1,1,NA,,NA,NA,NA,NA,NA,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,9,5,72,1,-99,6,2,2,2,POLAND,45,POLAND,-99,ENGLAND,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,2,Polish,English,photographer,8,2,NA,NA,White,NA,Central Eastern Europe,Europe,Southern Country (Poorer),FALSE,"$500,000 or more",1972,"(1965,1975]",Master's degree,Male,6,218,0.576535891248213,1.00840789648803,0.489251613005365,-0.570192064889715,-0.707601030446026,3,5,1,4,5,1,3,2,5,2,3,2,2,4,4,4,4,3,2,3,2,2,3,3,3,3,3,2,+45y_Graduate degree,middle,middle,high,middle,middle,Believers,Graduate degree,+45y,"$70,000 or more",33.6263202152097,35.6032145899692,4.18913391023032,218
219,219,219,219,218,220,6/4/2020 17:46,6/4/2020 18:57,0,31.60.237.254,100,4266,1,6/4/2020 18:57,R_2bN7nPUrCW7Rlks,NA,NA,NA,NA,51.789505,19.48390198,anonymous,EN,0.9,5e7b358213539600083c0607,1,1,NA,,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,-99,-99,-99,-99,11,21,102,1,-99,2,4,2,2,POLAND,18,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,2,Polish,English,-99,1,3,NA,NA,White,NA,Central Eastern Europe,Europe,Southern Country (Poorer),FALSE,"Less than $10,000",2002,"(1995,2005]",High school graduate,Male,7,219,-0.225663710335957,-0.369976162791969,-0.146972365848515,-0.65991312380588,-0.207013402713288,2,1,2,3,5,1,1,1,5,2,3,3,2,1,4,3,5,4,4,3,2,3,5,3,4,5,4,2,-25y_No college degree,middle,middle,middle,middle,middle,Believers,No college degree,-25y,"Less than $30,000",35.3871409481139,33.0539323915377,4.06617459969519,219
220,220,220,220,219,221,6/4/2020 18:33,6/4/2020 18:57,0,50.39.139.102,100,1426,1,6/4/2020 18:57,R_1kYSwwNUYbEhdR4,NA,NA,NA,NA,45.45489502,-122.8016968,anonymous,EN,0.9,5ed67cbe121a540bac7cad09,1,2,6,American,NA,NA,NA,NA,NA,0,0,1,0,0,0,0,-99,-99,-99,-99,1,21,93,2,-99,6,1,1,1,-99,28,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,1,-99,none,contract admin,5,3,NA,NA,Chinese,Other,USA,USA,USA,TRUE,"$70,000 to $100,000",1993,"(1985,1995]",Master's degree,Female,1,220,-0.0513105298780224,1.40499655881676,-1.67989266237878,-0.559805333557639,-0.0599674492659963,1,4,3,1,3,1,5,1,6,1,1,1,1,1,1,3,1,3,2,1,1,3,1,1,2,3,1,1,25 - 45y_Graduate degree,middle,high,weak,middle,middle,Believers,Graduate degree,25 - 35y,"$70,000 or more",14.1295361726451,10.5099692925567,2.56830786214464,220
221,221,221,221,220,222,6/4/2020 17:26,6/4/2020 18:58,0,185.153.35.234,100,5475,1,6/4/2020 18:58,R_VR1AP3AZb1mfe0N,NA,NA,NA,NA,52.16949463,20.80760193,anonymous,EN,0.9,5e8efdba16b8101bbad31126,1,1,NA,,NA,NA,NA,NA,NA,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,6,24,100,2,-99,2,2,1,2,POLAND,21,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,2,Polish,English,Waitress,3,3,NA,NA,White,NA,Central Eastern Europe,Europe,Southern Country (Poorer),FALSE,"$30,000 to $50,000",2000,"(1995,2005]",High school graduate,Female,7,221,0.721911520425371,-1.59996973129635,-1.12996955907257,-1.06970353005869,-1.54590529255264,1,5,1,2,3,2,3,2,5,1,2,2,2,5,2,2,3,2,3,2,1,3,3,2,2,1,3,1,-25y_No college degree,high,weak,middle,weak,middle,Believers,No college degree,-25y,"$30,000 to $70,000",23.4958423740931,24.1009528822093,3.5824100409616,221
222,222,222,222,221,223,6/4/2020 17:48,6/4/2020 19:01,0,95.93.27.130,100,4350,1,6/4/2020 19:01,R_33lK8ELx7Sq7QcE,NA,NA,NA,NA,38.71740723,-9.132095337,anonymous,EN,0.9,5c1bfabab0fcc900019d9ff4,1,1,NA,,NA,NA,NA,NA,NA,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,4,3,99,2,-99,3,5,2,2,PORTUGAL,22,BRAZIL,0.25,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,2,Portuguese,English.,Student,2,3,NA,NA,White,NA,Western Europe,Europe,Northern Country (Richer),FALSE,"$10,000 to $30,000",1999,"(1995,2005]",Some college but no degree,Female,6,222,-0.57539697394238,1.38678386888058,1.7852853494845,1.74330593148107,1.36429987774831,2,2,1,1,3,1,2,4,2,2,4,3,2,6,2,1,6,4,1,1,1,1,3,4,1,3,2,1,-25y_No college degree,middle,high,high,high,high,Believers,No college degree,-25y,"Less than $30,000",25.7538300463026,26.3763829825143,3.71437977587335,222
223,223,223,223,222,224,6/4/2020 17:58,6/4/2020 19:01,0,188.73.233.10,100,3751,1,6/4/2020 19:01,R_3n7zeQ2HBVUkWdo,NA,NA,NA,NA,40.6381073,22.94549561,anonymous,EN,0.9,5ea30f3d07183a25dfc673e8,1,1,NA,,NA,NA,NA,NA,NA,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,10,22,98,1,-99,3,3,5,2,GREECEE,22,CYPRUS,0.5,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,2,Greek,"english,greek",currently unemployed looking for a job,3,3,NA,NA,White,NA,Western Europe,Europe,Northern Country (Richer),FALSE,"$30,000 to $50,000",1998,"(1995,2005]",Some college but no degree,Male,6,223,-0.267742514341206,0.698335121874721,-0.322060817835159,-0.950303304676728,0.332083087197289,4,5,3,3,3,1,4,4,5,2,2,2,2,4,3,3,5,4,3,4,2,3,4,3,4,3,4,2,-25y_No college degree,middle,middle,middle,middle,middle,Believers,No college degree,-25y,"$30,000 to $70,000",38.1713188513455,37.3534237527303,4.27052489148493,223
224,224,224,224,223,225,6/4/2020 18:41,6/4/2020 19:02,0,24.16.142.17,100,1239,1,6/4/2020 19:02,R_2vYSn2u0sFSX2rE,NA,NA,NA,NA,47.61309814,-122.2052994,anonymous,EN,0.9,5ed16a3c6f53780b19741fd7,1,2,1,-99,NA,NA,NA,NA,NA,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,2,10,103,1,-99,2,6,6,1,-99,16,CHINA,2,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,1,-99,Chinese,Student,7,3,NA,NA,Chinese,Mainland Chinese,USA,USA,USA,TRUE,"$200,000 to $500,000",2003,"(1995,2005]",High school graduate,Male,2,224,0.536835130254342,-1.49403425301332,-0.0575277439588165,-1.39752603715189,-1.30639222383285,1,5,1,1,2,1,1,1,4,1,2,2,2,4,2,1,1,2,2,1,1,1,2,2,2,1,1,1,-25y_No college degree,middle,weak,middle,weak,middle,Believers,No college degree,-25y,"$70,000 or more",12.9725731665747,13.1260337588423,2.80772788026027,224
225,225,225,225,224,226,6/4/2020 17:43,6/4/2020 19:03,0,37.47.171.105,100,4811,1,6/4/2020 19:03,R_232ksG6EEGK0Nyn,NA,NA,NA,NA,52.40699768,16.95899963,anonymous,EN,0.9,5e5bfd5de0777c3e418b63a2,1,1,NA,,NA,NA,NA,NA,NA,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,1,22,102,2,-99,1,2,2,2,POLAND,19,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,2,Polish,"English, German, Spanish, Korean",None,2,3,NA,NA,White,NA,Central Eastern Europe,Europe,Southern Country (Poorer),FALSE,"$10,000 to $30,000",2002,"(1995,2005]",Less than high school degree,Female,7,225,0.68189130125253306,0.319096640020683,0.575913973640952,-0.0206923464126379,0.333461916873195,3,4,2,2,4,1,2,2,1,2,3,2,3,4,3,2,3,2,2,4,1,1,1,2,2,1,3,1,-25y_No college degree,high,middle,high,middle,middle,Believers,No college degree,-25y,"Less than $30,000",21.6728702258256,27.9551447421246,3.80197959261117,225
226,226,226,226,225,227,6/4/2020 17:51,6/4/2020 19:04,0,83.28.215.169,100,4381,1,6/4/2020 19:04,R_2wKSjtdTMrkf1HL,NA,NA,NA,NA,52.24920654,21.00030518,anonymous,EN,0.9,5c437f6a4fe4f800016e3d52,1,1,NA,,NA,NA,NA,NA,NA,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,12,13,100,1,-99,2,1,1,2,POLAND,20.5,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,2,Polish,English,unemployed,3,3,NA,NA,White,NA,Central Eastern Europe,Europe,Southern Country (Poorer),FALSE,"$30,000 to $50,000",2000,"(1995,2005]",High school graduate,Male,7,226,1.18496390116352,-0.139481164867414,1.29395820233077,-1.02669113966818,-0.12350642338163,1,6,1,1,1,1,4,1,6,1,1,1,1,1,1,1,1,2,2,1,1,1,2,1,2,2,1,1,-25y_No college degree,high,middle,high,middle,middle,Believers,No college degree,-25y,"$30,000 to $70,000",9.8233309634427,4.79847418207361,1.87547941422331,226
227,227,227,227,226,228,6/4/2020 18:21,6/4/2020 19:05,0,81.100.216.184,100,2649,1,6/4/2020 19:05,R_3stSqcAEeIKay3D,NA,NA,NA,NA,52.62780762,1.298294067,anonymous,EN,0.9,5d8492ecb485f60018b006a6,1,2,1,-99,NA,NA,NA,NA,NA,0,0,1,0,0,0,0,-99,-99,-99,-99,6,18,90,2,-99,7,4,5,2,CHINA,22,UNITED KINGDOM,8,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,2,Chinese,English,Researcher,3,3,NA,NA,Chinese,Mainland Chinese,Developping Asia,Asia,Southern Country (Poorer),FALSE,"$30,000 to $50,000",1990,"(1985,1995]",Doctoral degree,Female,3,227,-0.724763673188989,0.702075875672019,0.601692979311456,1.38616119946398,1.11970201063001,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,25 - 45y_Graduate degree,middle,middle,high,high,high,Believers,Graduate degree,25 - 35y,"$30,000 to $70,000",1.28092239589879,2.08910118105104,1.34368979983309,227
228,228,228,228,227,229,6/4/2020 17:42,6/4/2020 19:05,0,89.74.187.115,100,5012,1,6/4/2020 19:05,R_1Kg9kwvwC3CpvPN,NA,NA,NA,NA,49.61689758,20.70489502,anonymous,EN,0.9,5e10709fb63853754eff7d28,1,1,NA,,NA,NA,NA,NA,NA,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,7,27,102,1,-99,2,5,6,2,POLAND,18.8,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,2,Polish,English,student,2,3,NA,NA,White,NA,Central Eastern Europe,Europe,Southern Country (Poorer),FALSE,"$10,000 to $30,000",2002,"(1995,2005]",High school graduate,Male,7,228,0.356492025450141,0.471892671288812,0.156216132301449,-0.0997078624177318,-0.109160522647771,6,3,2,4,2,2,3,5,3,1,1,1,1,5,1,1,3,3,1,1,1,1,1,1,1,3,3,1,-25y_No college degree,middle,middle,middle,middle,middle,Believers,No college degree,-25y,"Less than $30,000",17.3011576925194,18.7828442663465,3.241600409133,228
229,229,229,229,228,230,6/4/2020 18:24,6/4/2020 19:05,0,24.216.64.93,100,2456,1,6/4/2020 19:05,R_1jvKK5bwluU1FVj,NA,NA,NA,NA,38.64329529,-90.25749969,anonymous,EN,0.9,5e6690ca0ef3a301da87b4d9,1,2,2,-99,NA,NA,NA,NA,NA,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,10,8,94,2,-99,8,5,6,1,-99,26,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,1,-99,Mandarin,unemployed,1,3,NA,NA,Chinese,Taiwanese,USA,USA,USA,TRUE,"Less than $10,000",1994,"(1985,1995]","Professional degree (JD, MD)",Female,2,229,1.71430527961109,-0.910221295599163,-0.452396414511009,-0.12704553017399,-1.38106640662917,1,1,2,1,3,1,1,1,2,1,2,3,1,1,1,1,1,5,1,1,1,2,1,1,1,1,1,1,25 - 45y_Graduate degree,high,middle,middle,weak,middle,Believers,Graduate degree,25 - 35y,"Less than $30,000",6.25028975728955,7.23459127055508,2.21111999576019,229
230,230,230,230,229,231,6/4/2020 18:33,6/4/2020 19:06,0,68.52.161.202,100,1992,1,6/4/2020 19:06,R_1CIIZHA5N9UkHxW,NA,NA,NA,NA,35.93060303,-86.87879944,anonymous,EN,0.9,5ed316d9b49d482acbf8ce29,1,2,1,-99,NA,NA,NA,NA,NA,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,6,16,101,2,-99,2,2,3,1,-99,19.8,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,1,-99,Mandarin,Student,4,3,NA,NA,Chinese,Mainland Chinese,USA,USA,USA,TRUE,"$50,000 to $70,000",2001,"(1995,2005]",High school graduate,Female,2,230,0.0789401539726406,1.0006002791045,-1.19009475281739,-0.12292818417889,-0.254900047569932,4,3,2,2,4,1,1,1,1,4,4,4,3,3,3,2,3,4,3,2,1,3,3,2,4,3,3,2,-25y_No college degree,middle,middle,middle,middle,middle,Believers,No college degree,-25y,"$30,000 to $70,000",29.3087917316338,32.7272981424827,4.05001452935964,230
231,231,231,231,230,232,6/4/2020 17:40,6/4/2020 19:07,0,94.61.30.34,100,5183,1,6/4/2020 19:07,R_3stBLYTRcJHNnHa,NA,NA,NA,NA,41.18260193,-8.558105469,anonymous,EN,0.9,5e91ea1dd8c359520ecb6e8d,1,1,NA,,NA,NA,NA,NA,NA,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,2,25,103,1,-99,2,1,1,2,PORTUGAL,18,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,2,Portuguese,english,Student,1,3,NA,NA,White,NA,Western Europe,Europe,Northern Country (Richer),FALSE,"Less than $10,000",2003,"(1995,2005]",High school graduate,Male,7,231,-1.20978799351175,1.70711390177257,-0.0404771474501658,0.291611697448716,0.779086648382129,2,6,4,1,2,2,2,1,1,1,2,1,4,5,4,1,4,3,3,4,1,1,1,2,2,1,3,2,-25y_No college degree,weak,high,middle,high,middle,Believers,No college degree,-25y,"Less than $30,000",22.7433486828386,31.0768702548663,3.96684552950739,231
232,232,232,232,231,233,6/4/2020 17:49,6/4/2020 19:08,0,81.84.72.134,100,4750,1,6/4/2020 19:08,R_CabPg0FyDAXV80F,NA,NA,NA,NA,38.83279419,-9.165893555,anonymous,EN,0.9,5d9e93d972e534001605f2dd,1,1,NA,,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,-99,-99,-99,-99,5,23,101,1,-99,2,1,1,2,PORTUGAL,20,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,2,Portuguese,English,Part time,2,3,NA,NA,White,NA,Western Europe,Europe,Northern Country (Richer),FALSE,"$10,000 to $30,000",2001,"(1995,2005]",High school graduate,Male,6,232,0.717283158779908,0.883000764990359,-0.364015641594039,-0.832240882814455,-0.353878532110658,3,3,3,1,4,2,4,4,3,5,5,5,4,4,3,2,4,3,3,4,1,2,3,4,3,5,4,2,-25y_No college degree,high,middle,middle,middle,middle,Believers,No college degree,-25y,"Less than $30,000",41.2375609720529,38.8538777608104,4.33850088777072,232
233,233,233,233,232,234,6/4/2020 18:12,6/4/2020 19:09,0,129.119.235.21,100,3395,1,6/4/2020 19:09,R_2fcFuAi8BuyP0rk,NA,NA,NA,NA,32.82659912,-96.7888031,anonymous,EN,0.9,5eb4849a2541f22efb76dfcd,1,2,1,-99,NA,NA,NA,NA,NA,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,2,14,89,1,-99,7,4,4,2,CHINA,23,USA,9,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,2,Chinese,English,Pharmaceutical research,5,3,NA,NA,Chinese,Mainland Chinese,Developping Asia,Asia,Southern Country (Poorer),TRUE,"$70,000 to $100,000",1989,"(1985,1995]",Doctoral degree,Male,3,233,-0.562594475545627,0.819473864998922,0.312317158130804,1.51962015492175,0.596737090861989,1,2,3,1,1,1,1,3,1,1,2,2,2,2,2,1,1,2,4,1,1,1,4,3,3,3,2,1,25 - 45y_Graduate degree,middle,middle,middle,middle,high,Believers,Graduate degree,25 - 35y,"$70,000 or more",16.0352911107872,11.5810467484752,2.6702206595349,233
234,234,234,234,233,235,6/4/2020 18:26,6/4/2020 19:10,0,73.188.191.75,100,2670,1,6/4/2020 19:10,R_3EPTJV5HD9eN0Ka,NA,NA,NA,NA,40.01489258,-75.14389801,anonymous,EN,0.9,566a19b57da035000fb39b89,1,2,4,-99,NA,NA,NA,NA,NA,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,12,23,88,1,-99,5,2,2,1,-99,32,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,2,Cantonese,English,IT,5,3,NA,NA,Chinese,Hongkongese,USA,USA,USA,TRUE,"$70,000 to $100,000",1988,"(1985,1995]",Bachelor's degree in college,Male,1,234,-0.00500002563290626,1.53784099293203,0.713141954900615,-0.528546787508805,-0.592455656743733,2,3,1,1,1,6,6,6,6,1,3,1,1,6,2,2,6,6,6,1,1,1,3,1,3,2,2,1,25 - 45y_College degree,middle,high,high,middle,middle,Believers,College degree,25 - 35y,"$70,000 or more",31.9944848667968,29.2874561089052,3.87362580006956,234
